"Workshop","Workstream","BusinessOwner","Priority","FitGapDecision","DecisionStatus","ScopeItem","TestScript","TenantEvidence","OpenQuestions","KeyValidation","RiskFlag","FollowUpAction","ProcessFamily","Source","Subprocess","AppId","AppName","AppType","Role","ReleaseAnchor","PublicCloud2602","Catalog","Component","UsageType","MexicoRelevant","SourceValidationStatus","SourceFile"
"R2R general ledger, close and controls","Record-to-Report","Finance R2R Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","Journal entry verification","F2729","Verify Journal Entries in General Ledger - For Processor (Outbox)","Transactional","General Ledger Accountant","S32PCE","Si","SAP_SFIN_BC_GL_PARKDCPST","FI-FIO-GL-TRA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"R2R banking, payments and cash operations","Record-to-Report","Finance AP Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached; Mexico fiscal evidence validated","Mexico fiscal/audit review","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","Payment media","F1868","Manage Payment Media","Transactional","Accounts Payable Accountant","S32PCE","Si","SAP_SFIN_BC_AP_PAY_PROC","FI-FIO-AP-PAY","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"R2R general ledger, close and controls","Record-to-Report","Finance R2R Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","Periodic jobs","F1927","Schedule General Ledger Jobs","Transactional","General Ledger Accountant","S32PCE","Si","SAP_SFIN_BC_GL_CLOSING","FI-FIO-GL-PER","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"R2R general ledger, close and controls","Record-to-Report","Finance R2R Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","Recurring postings","F1598","Manage Recurring Journal Entries","Transactional","General Ledger Accountant","S32PCE","Si","SAP_SFIN_BC_GL_CLOSING","FI-FIO-GL-TRA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"R2R general ledger, close and controls","Record-to-Report","Finance R2R Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","Reporting financiero","F0708","Balance Sheet/Income Statement","Transactional","General Ledger Accountant","S32PCE","Si","SAP_SFIN_BC_GL_REPORTING","FI-GL-GL","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"R2R general ledger, close and controls","Record-to-Report","Finance R2R Owner","Medium","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","Reporting financiero","W0097","Trial Balance Comparison","Web Dynpro","General Ledger Accountant","S32PCE","Si","SAP_SFIN_BC_GL_REPORTING","FI-FIO-GL-IS","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"R2R general ledger, close and controls","Record-to-Report","Finance R2R Owner","Medium","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","Reporting financiero","W0161","Balance Sheet / Income Statement - Multidimensional","Web Dynpro","General Ledger Accountant","S32PCE","Si","SAP_SFIN_BC_GL_REPORTING","FI-FIO-GL","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"R2R master data and reporting","Record-to-Report","Finance R2R Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","Responsibility management","F3932","Manage Teams and Responsibilities For Journal Entry Verification - In General Ledger","Transactional","General Ledger Accountant","S32PCE","Si","SAP_SFIN_BC_GL_CONTROL","FI-FIO-GL-TRA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"R2R general ledger, close and controls","Record-to-Report","Solution Architect / Configuration Lead","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","Substitution / validation","F4406","Manage Substitution and Validation Rules","Transactional","Configuration Expert - Business Process Configuration","S32PCE","Si","SAP_CA_BC_ACC_CONFIG","FI-SL-VSR","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"R2R general ledger, close and controls","Record-to-Report","Solution Architect / Configuration Lead","Medium","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","Substitution / validation audit","F4886","Substitution/Validation Log","Analytical","Configuration Expert - Business Process Configuration","S32PCE","Si","SAP_TRM_BC_SUBVALLOG","FI-SL-VSR","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"R2R general ledger, close and controls","Record-to-Report","Solution Architect / Configuration Lead","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","Substitution / validation audit setup","F4945","Set Substitution/Validation Logging","Transactional","Configuration Expert - Business Process Configuration","S32PCE","Si","SAP_CA_BC_ACC_CONFIG","FI-SL-VSR","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"R2R master data and reporting","Record-to-Report","Finance R2R Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","Workflow control","F2720","Manage Workflows for Journal Entry Verification - In General Ledger","Transactional","General Ledger Accountant","S32PCE","Si","SAP_SFIN_BC_GL_CONTROL","FI-FIO-GL-CA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
