"TraceabilityId","ProcessFamily","ProcessStage","ScopeItemCandidate","ScopeItemId","FioriAppId","FioriAppName","BusinessRole","BusinessCatalog","TechnicalCatalog","ApplicationComponent","ApiOrArtifactId","ApiOrArtifactType","ApiOrArtifactName","BtpService","BtpServicePlan","BtpMission","SignavioProcess","SignavioVariant","DeploymentModel","ReleaseAnchor","CountryOverlay","MexicoComplianceCue","SourceSystem","SourceUrl","SourceQuery","SourceRetrievedOn","EvidenceLevel","ValidationStatus","RefreshRequiredBeforeUse","OpenGaps","Owner","NextAction","Notes"
"SCI-TRACE-0296","Plan-to-Produce","Material coverage","Material requirements planning and production planning","TBD - validate in SAP Process Navigator / tenant","F0247A","Monitor Material Coverage (Version 2)","Production Planner","SAP_SCM_BC_MRPCOCKPIT","TBD","PP-FIO-MRP","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F0247A","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Manufacturing / Supply Chain Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"SCI-TRACE-0297","Plan-to-Produce","Material coverage","Material requirements planning and production planning","TBD - validate in SAP Process Navigator / tenant","F0251A","Manage Material Coverage (Version 2)","Production Planner","SAP_SCM_BC_MRPCOCKPIT","TBD","PP-FIO-MRP","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F0251A","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Manufacturing / Supply Chain Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"SCI-TRACE-0298","Plan-to-Produce","Material coverage segments","Material requirements planning and production planning","TBD - validate in SAP Process Navigator / tenant","F2101A","Monitor Material Coverage - Net and Individual Segments (Version 2)","Production Planner","SAP_SCM_BC_MRPCOCKPIT","TBD","PP-FIO-MRP","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Private Cloud Edition / On-Premise; Public Cloud validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F2101A","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Manufacturing / Supply Chain Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"SCI-TRACE-0299","Plan-to-Produce","Material documents","Inventory management and production goods movements","TBD - validate in SAP Process Navigator / tenant","F1077","Material Documents Overview","Warehouse Clerk","SAP_MM_BC_IM_PROCESS_OVP","TBD","MM-FIO-IM-SGM","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F1077","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Manufacturing / Supply Chain Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"SCI-TRACE-0300","Plan-to-Produce","Material value chain","Manufacturing planning and controls","TBD - validate in SAP Process Navigator / tenant","F4095","Display Material Value Chain","Cost Accountant - Inventory","SAP_SFIN_BC_IA_AC_REP","TBD","CO-FIO-ACT","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F4095","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Manufacturing / Supply Chain Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"SCI-TRACE-0301","Plan-to-Produce","MRP analytics","Material requirements planning and production planning","TBD - validate in SAP Process Navigator / tenant","F1426","Display MRP Key Figures","Material Planner - External Procurement","SAP_SCM_BC_MRPCOCKPIT","TBD","PP-FIO-MRP","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Global","Not flagged","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F1426","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Manufacturing / Supply Chain Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"SCI-TRACE-0302","Plan-to-Produce","MRP change request","Material requirements planning and production planning","TBD - validate in SAP Process Navigator / tenant","F5416","Create MRP Change Requests","Material Planner - External Procurement","SAP_SCM_BC_PLNG_EXT_PROCMT","TBD","PP-FIO-MRP","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Global","Not flagged","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F5416","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Manufacturing / Supply Chain Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"SCI-TRACE-0303","Plan-to-Produce","MRP change request processing","Material requirements planning and production planning","TBD - validate in SAP Process Navigator / tenant","F5725","Schedule Processing of MRP Change Requests","Material Planner - External Procurement","SAP_SCM_BC_PLNG_EXT_PROCMT","TBD","PP-FIO-MRP","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Global","Not flagged","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F5725","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Manufacturing / Supply Chain Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"SCI-TRACE-0304","Plan-to-Produce","MRP change request send","Material requirements planning and production planning","TBD - validate in SAP Process Navigator / tenant","F5418","Schedule Sending of MRP Change Requests","Material Planner - External Procurement","SAP_SCM_BC_PLNG_EXT_PROCMT","TBD","PP-FIO-MRP","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Global","Not flagged","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F5418","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Manufacturing / Supply Chain Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"SCI-TRACE-0305","Plan-to-Produce","MRP master data","Material requirements planning and production planning","TBD - validate in SAP Process Navigator / tenant","F1425A","Display MRP Master Data Issues","Material Planner - External Procurement","SAP_SCM_BC_MRPCOCKPIT","TBD","PP-FIO-MRP","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Global","Not flagged","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F1425A","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Manufacturing / Supply Chain Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"SCI-TRACE-0306","Plan-to-Produce","MRP rescheduling","Material requirements planning and production planning","TBD - validate in SAP Process Navigator / tenant","F5417","Schedule MRP Rescheduling Checks","Material Planner - External Procurement","SAP_SCM_BC_PLNG_EXT_PROCMT","TBD","PP-FIO-MRP","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Global","Not flagged","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F5417","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Manufacturing / Supply Chain Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"SCI-TRACE-0307","Plan-to-Produce","MRP responsibility","Material requirements planning and production planning","TBD - validate in SAP Process Navigator / tenant","F4796","My Area of Responsibility - MRP Controller","Production Planner","SAP_SCM_BC_MRPCOCKPIT","TBD","PP-FIO-MRP","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Global","Not flagged","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F4796","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Manufacturing / Supply Chain Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
